dataset,tuning,metric,model,error_rate,bias
social30,True,demographic_parity,DisparateMistreatmentModel_tuned,38.9907,0.7311000000000001
social30,True,demographic_parity,ConvexFrameworkModel_tuned,30.431600000000003,0.4044
social30,True,demographic_parity,HSICLinearRegression_tuned,30.367800000000003,0.5366
social30,True,demographic_parity,GerryFairClassifier_tuned,48.5363,3.3533
social30,True,demographic_parity,AdversarialDebiasing_tuned,29.4816,8.4273
social30,True,demographic_parity,ExponentiatedGradientReduction_tuned,30.4225,0.5221
social30,True,demographic_parity,GridSearchReduction_tuned,30.381400000000003,0.5525
social30,True,demographic_parity,MetaFairClassifier_tuned,31.2538,3.4014
social30,True,demographic_parity,AdaFair_tuned,34.7157,29.1134
social30,True,demographic_parity,FAGTB_tuned,34.807,0.9043
social30,True,demographic_parity,HGR_tuned,30.335700000000003,0.2612
social30,True,demographic_parity,FairDummies_tuned,30.2307,0.4046
social30,True,demographic_parity,GeneralFairERM_tuned,46.586,0.9218
social30,True,demographic_parity,MultiAdversarialDebiasing_tuned,30.2856,0.3722
social30,True,demographic_parity,FairGeneralizedLinearModel_tuned,30.3084,0.5598
social30,True,demographic_parity,GradualCompatibility_tuned,33.8342,0.4372
social30,True,demographic_parity,RejectOptionClassification_tuned,29.6003,4.6068
social30,True,demographic_parity,EqOddsPostprocessing_tuned,35.4829,8.4564
social30,True,demographic_parity,CalibratedEqOddsPostprocessing_tuned,26.8784,42.8269
social30,True,demographic_parity,JiangNachum_tuned,32.0713,0.8603
social30,True,demographic_parity,DPAbstention_tuned,30.3357,0.921
social30,True,demographic_parity,FaX_tuned,30.4362,0.6435
social30,True,demographic_parity,FairBayesDPP_tuned,33.1126,31.8697
social30,True,demographic_parity,GetFair_tuned,30.5322,0.6892
social40,True,demographic_parity,Reweighing_tuned,28.4788,16.1288
social40,True,demographic_parity,LFR_tuned,31.6957,1.388
social40,True,demographic_parity,DisparateImpactRemover_tuned,31.5572,1.3288
social40,True,demographic_parity,Fair-SMOTE_tuned,28.4206,16.8424
social40,True,demographic_parity,FairSSL-CT_tuned,28.2774,20.9697
social40,True,demographic_parity,FairSSL-LP_tuned,35.2305,2.4559
social40,True,demographic_parity,FairSSL-LS_tuned,35.1186,2.1594
social40,True,demographic_parity,FairSSL-ST_tuned,29.7092,32.5233
social40,True,demographic_parity,LTDD_tuned,31.5482,1.3459
social40,True,demographic_parity,PrejudiceRemover_tuned,31.0336,12.6079
social40,True,demographic_parity,SquaredDifferenceFairLogistic_tuned,31.6689,0.974
social40,True,demographic_parity,FairnessConstraintModel_tuned,31.6958,1.0171
social40,True,demographic_parity,DisparateMistreatmentModel_tuned,31.5972,0.6629
social40,True,demographic_parity,ConvexFrameworkModel_tuned,31.548,0.9428999999999998
social40,True,demographic_parity,HSICLinearRegression_tuned,32.3624,1.4473000000000005
social40,True,demographic_parity,GerryFairClassifier_tuned,47.9507,3.9291
social40,True,demographic_parity,AdversarialDebiasing_tuned,29.834399999999995,12.6434
social40,True,demographic_parity,ExponentiatedGradientReduction_tuned,31.2796,0.8996999999999999
social40,True,demographic_parity,GridSearchReduction_tuned,31.5034,1.2938
social40,True,demographic_parity,MetaFairClassifier_tuned,30.5951,7.088700000000001
social40,True,demographic_parity,AdaFair_tuned,32.9083,38.148
social40,True,demographic_parity,FAGTB_tuned,35.543600000000005,0.9871
social40,True,demographic_parity,HGR_tuned,31.3019,0.6046
social40,True,demographic_parity,FairDummies_tuned,31.3424,0.5172
social40,True,demographic_parity,GeneralFairERM_tuned,46.2282,2.5274
social40,True,demographic_parity,MultiAdversarialDebiasing_tuned,31.2214,0.4194
social40,True,demographic_parity,FairGeneralizedLinearModel_tuned,31.5661,0.6976
social40,True,demographic_parity,GradualCompatibility_tuned,34.089600000000004,0.6406000000000001
social40,True,demographic_parity,RejectOptionClassification_tuned,30.613000000000003,5.0134
social40,True,demographic_parity,EqOddsPostprocessing_tuned,38.7337,8.570599999999999
social40,True,demographic_parity,CalibratedEqOddsPostprocessing_tuned,25.4407,61.8524
social40,True,demographic_parity,JiangNachum_tuned,37.1185,1.0028
social40,True,demographic_parity,DPAbstention_tuned,31.2886,1.8055
social40,True,demographic_parity,FaX_tuned,31.4363,1.1743
social40,True,demographic_parity,FairBayesDPP_tuned,29.8792,43.253800000000005
social40,True,demographic_parity,GetFair_tuned,31.405,1.3748
social50,True,demographic_parity,Reweighing_tuned,26.9703,23.9911
social50,True,demographic_parity,LFR_tuned,32.7759,0.6143
social50,True,demographic_parity,DisparateImpactRemover_tuned,31.9148,1.3691000000000002
social50,True,demographic_parity,Fair-SMOTE_tuned,27.1381,23.058200000000003
social50,True,demographic_parity,FairSSL-CT_tuned,26.6168,26.1393
social50,True,demographic_parity,FairSSL-LP_tuned,35.2005,0.4893
social50,True,demographic_parity,FairSSL-LS_tuned,35.2005,0.4893
social50,True,demographic_parity,FairSSL-ST_tuned,27.6319,36.9511
social50,True,demographic_parity,LTDD_tuned,31.9555,1.4496
social50,True,demographic_parity,PrejudiceRemover_tuned,35.314,3.8086
social50,True,demographic_parity,SquaredDifferenceFairLogistic_tuned,31.9239,1.242
social50,True,demographic_parity,FairnessConstraintModel_tuned,31.9013,1.3233
social50,True,demographic_parity,DisparateMistreatmentModel_tuned,31.9601,1.3881
social50,True,demographic_parity,ConvexFrameworkModel_tuned,31.9375,1.1296
social50,True,demographic_parity,HSICLinearRegression_tuned,33.5101,0.8123
social50,True,demographic_parity,GerryFairClassifier_tuned,46.453700000000005,8.490400000000001
social50,True,demographic_parity,AdversarialDebiasing_tuned,30.065800000000003,16.091
social50,True,demographic_parity,ExponentiatedGradientReduction_tuned,31.7109,0.8189000000000001
social50,True,demographic_parity,GridSearchReduction_tuned,31.942,1.4565
social50,True,demographic_parity,MetaFairClassifier_tuned,29.7757,10.9635
social50,True,demographic_parity,AdaFair_tuned,29.9615,45.5291
social50,True,demographic_parity,FAGTB_tuned,34.9377,2.1821
social50,True,demographic_parity,HGR_tuned,32.2729,0.3018
social50,True,demographic_parity,FairDummies_tuned,32.1958,0.4302999999999999
social50,True,demographic_parity,GeneralFairERM_tuned,46.7393,1.2978
social50,True,demographic_parity,MultiAdversarialDebiasing_tuned,31.8242,0.6087000000000001
social50,True,demographic_parity,FairGeneralizedLinearModel_tuned,32.0824,0.7675
social50,True,demographic_parity,GradualCompatibility_tuned,35.6312,0.9709
social50,True,demographic_parity,RejectOptionClassification_tuned,30.6639,5.7423
social50,True,demographic_parity,EqOddsPostprocessing_tuned,39.5422,9.3734
social50,True,demographic_parity,CalibratedEqOddsPostprocessing_tuned,22.0982,66.74289999999999
social50,True,demographic_parity,JiangNachum_tuned,38.45,0.5716
social50,True,demographic_parity,DPAbstention_tuned,32.3862,1.3383
social50,True,demographic_parity,FaX_tuned,31.8287,1.218
social50,True,demographic_parity,FairBayesDPP_tuned,27.7408,50.6752
social50,True,demographic_parity,GetFair_tuned,31.9784,1.4744
credit_card_clients,True,demographic_parity,Reweighing_tuned,19.1088,0.6134000000000001
credit_card_clients,True,demographic_parity,LFR_tuned,19.2088,1.5477
credit_card_clients,True,demographic_parity,DisparateImpactRemover_tuned,19.0666,1.5217
credit_card_clients,True,demographic_parity,Fair-SMOTE_tuned,22.0088,5.727399999999999
credit_card_clients,True,demographic_parity,FairSSL-CT_tuned,61.4534,13.285900000000002
credit_card_clients,True,demographic_parity,FairSSL-LP_tuned,25.9222,4.8601
credit_card_clients,True,demographic_parity,FairSSL-LS_tuned,26.700000000000003,3.948
credit_card_clients,True,demographic_parity,FairSSL-ST_tuned,21.8778,0.4233
credit_card_clients,True,demographic_parity,LTDD_tuned,19.117800000000003,0.5145
credit_card_clients,True,demographic_parity,PrejudiceRemover_tuned,19.1778,1.7479
credit_card_clients,True,demographic_parity,SquaredDifferenceFairLogistic_tuned,19.5111,0.3639
credit_card_clients,True,demographic_parity,FairnessConstraintModel_tuned,19.06,1.505
credit_card_clients,True,demographic_parity,ConvexFrameworkModel_tuned,19.3222,0.4986
credit_card_clients,True,demographic_parity,HSICLinearRegression_tuned,20.1934,0.9495
credit_card_clients,True,demographic_parity,GerryFairClassifier_tuned,20.2622,1.7601
credit_card_clients,True,demographic_parity,AdversarialDebiasing_tuned,18.429,1.1217
credit_card_clients,True,demographic_parity,ExponentiatedGradientReduction_tuned,19.0733,1.3154
credit_card_clients,True,demographic_parity,GridSearchReduction_tuned,19.0867,1.3529
credit_card_clients,True,demographic_parity,MetaFairClassifier_tuned,36.3956,12.555699999999998
credit_card_clients,True,demographic_parity,AdaFair_tuned,27.7755,3.0233000000000003
credit_card_clients,True,demographic_parity,FAGTB_tuned,18.54,1.3157
credit_card_clients,True,demographic_parity,HGR_tuned,77.8578,0.0
credit_card_clients,True,demographic_parity,FairDummies_tuned,19.9557,1.3464
credit_card_clients,True,demographic_parity,MultiAdversarialDebiasing_tuned,18.4378,1.543
credit_card_clients,True,demographic_parity,FairGeneralizedLinearModel_tuned,19.2467,1.2727
credit_card_clients,True,demographic_parity,GradualCompatibility_tuned,39.7289,5.0983
credit_card_clients,True,demographic_parity,RejectOptionClassification_tuned,19.6044,4.4204
credit_card_clients,True,demographic_parity,EqOddsPostprocessing_tuned,19.6533,1.1443
credit_card_clients,True,demographic_parity,CalibratedEqOddsPostprocessing_tuned,20.109,6.9643
credit_card_clients,True,demographic_parity,JiangNachum_tuned,18.8355,0.948
credit_card_clients,True,demographic_parity,FaX_tuned,19.0445,1.4877999999999998
credit_card_clients,True,demographic_parity,FairBayesDPP_tuned,18.9957,2.0949
credit_card_clients,True,demographic_parity,GetFair_tuned,19.8266,0.061
adult_data_set_sex,True,demographic_parity,Reweighing_tuned,21.6782,5.3461
adult_data_set_sex,True,demographic_parity,LFR_tuned,24.781,0.0385
adult_data_set_sex,True,demographic_parity,DisparateImpactRemover_tuned,21.5999,8.893500000000001
adult_data_set_sex,True,demographic_parity,Fair-SMOTE_tuned,29.0741,8.727699999999999
adult_data_set_sex,True,demographic_parity,FairSSL-CT_tuned,24.8723,0.0
adult_data_set_sex,True,demographic_parity,FairSSL-ST_tuned,32.5432,14.5715
adult_data_set_sex,True,demographic_parity,LTDD_tuned,22.3904,1.6832
adult_data_set_sex,True,demographic_parity,PrejudiceRemover_tuned,20.0217,23.8052
adult_data_set_sex,True,demographic_parity,GerryFairClassifier_tuned,21.9256,11.628
adult_data_set_sex,True,demographic_parity,AdversarialDebiasing_tuned,21.5999,2.9794
adult_data_set_sex,True,demographic_parity,ExponentiatedGradientReduction_tuned,22.4977,1.2578999999999998
adult_data_set_sex,True,demographic_parity,GridSearchReduction_tuned,22.499,2.8367
adult_data_set_sex,True,demographic_parity,MetaFairClassifier_tuned,29.8588,5.4357
adult_data_set_sex,True,demographic_parity,AdaFair_tuned,20.482100000000003,20.7647
adult_data_set_sex,True,demographic_parity,FAGTB_tuned,23.239,1.0894
adult_data_set_sex,True,demographic_parity,HGR_tuned,24.8737,0.0025
adult_data_set_sex,True,demographic_parity,FairDummies_tuned,24.868,0.0215
adult_data_set_sex,True,demographic_parity,MultiAdversarialDebiasing_tuned,23.5705,1.0905
adult_data_set_sex,True,demographic_parity,GradualCompatibility_tuned,24.8723,0.0
adult_data_set_sex,True,demographic_parity,EqOddsPostprocessing_tuned,24.5117,0.9848
adult_data_set_sex,True,demographic_parity,CalibratedEqOddsPostprocessing_tuned,19.8509,23.6368
adult_data_set_sex,True,demographic_parity,JiangNachum_tuned,23.252,0.5758000000000001
adult_data_set_sex,True,demographic_parity,FaX_tuned,21.7751,6.781700000000001
adult_data_set_sex,True,demographic_parity,GetFair_tuned,24.3915,0.1117
adult_data_set_race,True,demographic_parity,Reweighing_tuned,20.0318,3.9679
adult_data_set_race,True,demographic_parity,LFR_tuned,23.0593,0.5229
adult_data_set_race,True,demographic_parity,DisparateImpactRemover_tuned,20.0042,7.5397
adult_data_set_race,True,demographic_parity,Fair-SMOTE_tuned,26.7387,8.8919
adult_data_set_race,True,demographic_parity,FairSSL-CT_tuned,24.794,1.5544000000000002
adult_data_set_race,True,demographic_parity,FairSSL-ST_tuned,28.0953,11.514799999999996
adult_data_set_race,True,demographic_parity,LTDD_tuned,20.0927,2.7625
adult_data_set_race,True,demographic_parity,PrejudiceRemover_tuned,19.905900000000003,10.8328
adult_data_set_race,True,demographic_parity,GerryFairClassifier_tuned,19.8797,9.8128
adult_data_set_race,True,demographic_parity,AdversarialDebiasing_tuned,19.7292,1.8652
adult_data_set_race,True,demographic_parity,ExponentiatedGradientReduction_tuned,20.2258,0.9574
adult_data_set_race,True,demographic_parity,GridSearchReduction_tuned,20.2663,2.5071000000000003
adult_data_set_race,True,demographic_parity,MetaFairClassifier_tuned,28.855400000000003,6.568199999999999
adult_data_set_race,True,demographic_parity,AdaFair_tuned,20.4923,9.255
adult_data_set_race,True,demographic_parity,FAGTB_tuned,20.4866,0.4634
adult_data_set_race,True,demographic_parity,HGR_tuned,22.9929,1.8167
adult_data_set_race,True,demographic_parity,FairDummies_tuned,22.6888,2.0113
adult_data_set_race,True,demographic_parity,MultiAdversarialDebiasing_tuned,20.7847,4.5385
adult_data_set_race,True,demographic_parity,GradualCompatibility_tuned,24.8723,0.0
adult_data_set_race,True,demographic_parity,EqOddsPostprocessing_tuned,21.7955,2.5035
adult_data_set_race,True,demographic_parity,CalibratedEqOddsPostprocessing_tuned,20.194,17.808500000000002
adult_data_set_race,True,demographic_parity,JiangNachum_tuned,20.225900000000003,0.5169999999999999
adult_data_set_race,True,demographic_parity,FaX_tuned,19.9551,7.194599999999999
adult_data_set_race,True,demographic_parity,GetFair_tuned,22.1401,0.4323
acs2017_census,True,demographic_parity,Reweighing_tuned,10.3025,15.0005
acs2017_census,True,demographic_parity,LFR_tuned,20.4125,2.8583
acs2017_census,True,demographic_parity,DisparateImpactRemover_tuned,10.6601,12.7569
acs2017_census,True,demographic_parity,Fair-SMOTE_tuned,10.869,15.3684
acs2017_census,True,demographic_parity,FairSSL-CT_tuned,14.1383,1.1171
acs2017_census,True,demographic_parity,FairSSL-ST_tuned,11.7437,13.5516
acs2017_census,True,demographic_parity,LTDD_tuned,13.4809,0.628
acs2017_census,True,demographic_parity,PrejudiceRemover_tuned,12.4881,14.640899999999998
acs2017_census,True,demographic_parity,GerryFairClassifier_tuned,11.0717,19.5668
acs2017_census,True,demographic_parity,AdversarialDebiasing_tuned,10.130200000000002,13.9684
acs2017_census,True,demographic_parity,ExponentiatedGradientReduction_tuned,12.9859,1.6637
acs2017_census,True,demographic_parity,GridSearchReduction_tuned,13.6083,4.8358
acs2017_census,True,demographic_parity,MetaFairClassifier_tuned,15.6153,9.0365
acs2017_census,True,demographic_parity,AdaFair_tuned,40.5455,0.0
acs2017_census,True,demographic_parity,FAGTB_tuned,18.3049,3.6092
acs2017_census,True,demographic_parity,HGR_tuned,12.0856,12.7655
acs2017_census,True,demographic_parity,FairDummies_tuned,14.485799999999998,11.2738
acs2017_census,True,demographic_parity,MultiAdversarialDebiasing_tuned,16.439300000000003,4.0005
acs2017_census,True,demographic_parity,GradualCompatibility_tuned,10.8241,17.9505
acs2017_census,True,demographic_parity,EqOddsPostprocessing_tuned,12.5898,15.7966
acs2017_census,True,demographic_parity,CalibratedEqOddsPostprocessing_tuned,11.101,25.4243
acs2017_census,True,demographic_parity,JiangNachum_tuned,15.2916,0.4959999999999999
acs2017_census,True,demographic_parity,FaX_tuned,10.056,18.3428
acs2017_census,True,demographic_parity,GetFair_tuned,10.1037,17.8223
communities,True,treatment_equality,Reweighing_tuned,18.0635,39.9987
communities,True,treatment_equality,LFR_tuned,21.97,3.9458
communities,True,treatment_equality,DisparateImpactRemover_tuned,15.8931,3.9659
communities,True,treatment_equality,Fair-SMOTE_tuned,18.5977,32.7018
communities,True,treatment_equality,FairSSL-CT_tuned,19.3656,10.0173
communities,True,treatment_equality,FairSSL-LP_tuned,20.8013,38.8935
communities,True,treatment_equality,FairSSL-LS_tuned,21.469,44.019000000000005
communities,True,treatment_equality,FairSSL-ST_tuned,20.5343,26.9657
communities,True,treatment_equality,LTDD_tuned,22.237,68.67569999999999
communities,True,treatment_equality,PrejudiceRemover_tuned,16.4942,11.7277
communities,True,treatment_equality,SquaredDifferenceFairLogistic_tuned,16.327199999999998,3.7486
communities,True,treatment_equality,FairnessConstraintModel_tuned,22.6712,47.8749
communities,True,treatment_equality,DisparateMistreatmentModel_tuned,15.6928,7.5543
communities,True,treatment_equality,ConvexFrameworkModel_tuned,16.3272,4.166
communities,True,treatment_equality,HSICLinearRegression_tuned,16.561,7.2452
communities,True,treatment_equality,GerryFairClassifier_tuned,34.2905,3.8496
communities,True,treatment_equality,AdversarialDebiasing_tuned,16.0601,12.7489
